neighbourhood,zone,name,address,sections1,sections2
"PARQUE BOLOGNE","372a. ZE - SÃO PAULO - PIRAPORINHA","EE. FRANCISCO DE PAULA VICENTE DE AZEVEDO","RUA JIVAROS, 72","298ª; 301ª; 306ª; 325ª; 374ª; 406ª; 445ª; 486ª; 516ª; 566ª; 617ª; 649ª; ",""
"PARQUE BOTURUSSU","326a. ZE - SÃO PAULO - ERMELINO MATARAZZO","C.E.I. DELSON DOMINGUES","RUA MARCO POLO, 905","717ª; 754ª; 775ª; ",""
"PARQUE BOTURUSSU","326a. ZE - SÃO PAULO - ERMELINO MATARAZZO","C.E.I. PARQUE BOTURUSSU","RUA JOÃO ANTONIO ANDRADE, 495","753ª; 778ª; ",""
"PARQUE BOTURUSSU","326a. ZE - SÃO PAULO - ERMELINO MATARAZZO","COLÉGIO CARLOS DRUMMOND DE ANDRADE","AV. SÃO MIGUEL, 4.335","Da 306ª à 313ª; 536ª; 557ª; 559ª; 574ª; 618ª; 628ª; ","307ª; "
"PARQUE BOTURUSSU","326a. ZE - SÃO PAULO - ERMELINO MATARAZZO","COLÉGIO INOVAÇÃO - UNIDADE 2","RUA FÁBIO JOSÉ BEZERRA, 611","636ª; 665ª; 693ª; 724ª; 751ª; 780ª; ","724ª; "
"PARQUE BOTURUSSU","326a. ZE - SÃO PAULO - ERMELINO MATARAZZO","E.E. PROFª EUNICE LAUREANO DA SILVA","PRAÇA FLORINDO ANTONIO BORATELLA, 12","Da 53ª à 67ª.",""
"PARQUE BOTURUSSU","326a. ZE - SÃO PAULO - ERMELINO MATARAZZO","E.E. PROFª LEONOR RENDESI","RUA BOAVENTURA RODRIGUES DA SILVA, 1.000","Da 93ª à 106ª; 760ª; 808ª; ",""
"PARQUE BOTURUSSU","326a. ZE - SÃO PAULO - ERMELINO MATARAZZO","E.E. PROFª THEREZINHA ARANHA MANTELLI","RUA PROF. ANTONIO DE CASTRO LOPES, 930","Da 90ª à 92ª; 454ª; Da 456ª à 458ª; 461ª; 466ª; 468ª; Da 471ª à 472ª; 719ª; 747ª; ","472ª; 719ª; "
"PARQUE BOTURUSSU","326a. ZE - SÃO PAULO - ERMELINO MATARAZZO","E.M.E.F. OCTÁVIO MANGABEIRA","RUA PAULO BIFANO ALVES, 658","Da 68ª à 85ª; 577ª; 629ª; ","69ª; "
"PARQUE BOTURUSSU","326a. ZE - SÃO PAULO - ERMELINO MATARAZZO","E.M.E.I. AUGUSTO FROEBEL","RUA FÁBIO JOSÉ BEZERRA, 643","Da 86ª à 89ª; 534ª; 601ª; ","86ª; "
"PARQUE BRASIL","371a. ZE - SÃO PAULO - GRAJAÚ","EE. FRANCISCO ROSWELL FREIRE","RUA LOUIS DAQUIM, 199","Da 169ª à 181ª; 630ª; ","630ª; "
"PARQUE BRASIL","371a. ZE - SÃO PAULO - GRAJAÚ","EE. PROF. CARLOS AYRES","AV. DONA BELMIRA MARIN, 595","Da 53ª à 72ª; 243ª; ","243ª; "
"PARQUE BRISTOL","413a. ZE - SÃO PAULO - CURSINO","CEU. PARQUE BRISTOL","RUA ARTUR PRIMAVESI, S/N","Da 299ª à 300ª; 302ª; 318ª; 326ª; 331ª; 335ª; 338ª; 342ª; 357ª; 363ª; 366ª; 369ª; 373ª; 376ª; 379ª; ","299ª; 300ª; "
"PARQUE CASA DE PEDRA","256a. ZE - SÃO PAULO - TUCURUVI","EE. BIBLIOTECÁRIA TEREZINE ARANTES FERRAZ","RUA USHIKICHI KAMIYA, 1300","272ª; 278ª; 289ª; 298ª; 310ª; 332ª; 357ª; 375ª; 389ª; 407ª; 415ª; 426ª; 441ª; 460ª; 465ª; ","272ª; "
"PARQUE CASA DE PEDRA","256a. ZE - SÃO PAULO - TUCURUVI","E.M.E.F. MARECHAL RONDON","RUA DO BURUI, 120","276ª; 284ª; 294ª; 315ª; 328ª; 366ª; 383ª; 395ª; 412ª; 435ª; 464ª; ","383ª; 412ª; "
"PARQUE CASA DE PEDRA","256a. ZE - SÃO PAULO - TUCURUVI","E.M.E.I. PROFA. EUDÓXIA DE BARROS","RUA SÔNIA MARGY, 246","413ª; 431ª; 449ª; ","413ª; "
"PARQUE CÍSPER","326a. ZE - SÃO PAULO - ERMELINO MATARAZZO","C.E.I. WENCESLAU GUIMARÃES","RUA WENCESLAU GUIMARÃES, 521","Da 805ª à 806ª.","806ª; "
"PARQUE CÍSPER","390a. ZE - SÃO PAULO - CANGAÍBA","CEU. EMEF. QUINTA DO SOL","AV. LUIZ IMPARATO, 564","282ª; 289ª; 299ª; 314ª; 325ª; ","282ª; "
"PARQUE COCAIA","371a. ZE - SÃO PAULO - GRAJAÚ","EE. IRMÃ CHARLITA","RUA ADÉLIA DA SILVA MENDES, 700","Da 214ª à 218ª; 250ª; 252ª; Da 254ª à 255ª; 266ª; 282ª; 299ª; 367ª; 369ª; 374ª; 376ª; 379ª; 382ª; 384ª; 388ª; ","384ª; 388ª; "
"PARQUE COCAIA","371a. ZE - SÃO PAULO - GRAJAÚ","EMEF. PADRE JOSÉ PEGORARO","RUA PORTUNHOS, 67","600ª; 616ª; 629ª; 640ª; 649ª; 657ª; 667ª; 674ª; 678ª; 688ª; 694ª; 705ª; 711ª; 719ª; 728ª; ","694ª; "
"PARQUE CONTINENTAL","374a. ZE - SÃO PAULO - RIO PEQUENO","EE. ARCHITICLINO SANTOS","RUA MAESTRO ÍTALO IZZO, 110","351ª; 366ª; 392ª; 407ª; 424ª; 440ª; 458ª; 473ª; 489ª; 512ª; 528ª; 541ª; 624ª; ","366ª; 528ª; 541ª; 624ª; "
"PARQUE CRUZEIRO DO SUL","398a. ZE - SÃO PAULO - VILA JACUÍ","COLÉGIO DOTTORI - UNIDADE I","RUA JOÃO MARTINS, 448","Da 1ª à 8ª; 195ª; 277ª; ","3ª; "
"PARQUE CRUZEIRO DO SUL","398a. ZE - SÃO PAULO - VILA JACUÍ","EE. ARCÂNGELO SFORCIM","RUA SERRA DA MOEDA, 61","Da 9ª à 12ª; 266ª; ","9ª; "
"PARQUE CRUZEIRO DO SUL","398a. ZE - SÃO PAULO - VILA JACUÍ","EE. DEP. RAUL PILA","RUA SÃO BERTOLDO, 449","Da 13ª à 24ª.",""
"PARQUE CRUZEIRO DO SUL","398a. ZE - SÃO PAULO - VILA JACUÍ","E.M.E.F. PRESIDENTE EPITÁCIO PESSOA","RUA LÍBERO ANCONA LOPES, 169","Da 151ª à 162ª; 239ª; 250ª; 293ª; ","161ª; "
"PARQUE CRUZEIRO DO SUL","348a. ZE - SÃO PAULO - VILA FORMOSA","EMEI. PROFª THEREZA THÉ DE CARVALHO","RUA BARRA DO CAMARAJIBE, 200","215ª; 256ª; 268ª; 290ª; ","290ª; "
"PARQUE DA MOOCA","257a. ZE - SÃO PAULO - VILA PRUDENTE","EE. PROF. JOSÉ HEITOR CARUSI","RUA COMENDADOR ROBERTO UGOLINI, 300","Da 98ª à 105ª; 341ª; 481ª; ",""
"PARQUE DA MOOCA","4a. ZE - SÃO PAULO - MOÓCA","FUND. CASA - UNID. FEM. DE INT. PROVISÓRIA E INT. CHIQUINHA GONZAGA","RUA JAPURUCHITÁ, 300","415ª.",""
"PARQUE DA MOOCA","4a. ZE - SÃO PAULO - MOÓCA","INST. LUSO-BRAS. DE EDUC. E CULT- CENTRO UNIV. CAPITAL","RUA IBIPETUBA, 42","Da 126ª à 135ª; 312ª; 337ª; 355ª; 392ª; 400ª; ","400ª; "
"PARQUE DA VILA PRUDENTE","257a. ZE - SÃO PAULO - VILA PRUDENTE","EE. PROF. ANDRÉ DREYFUS","RUA PEDRO DE GODÓI, 170","Da 33ª à 40ª.",""
"PARQUE DAS ARVORES","280a. ZE - SÃO PAULO - CAPELA DO SOCORRO","EE. MAESTRO HEITOR VILLA-LOBOS","AVENIDA DO ARVOREIRO, 107","708ª; 722ª; 729ª; 738ª; 749ª; 758ª; 767ª; 777ª; 787ª; 800ª; 818ª; ","767ª; "
"PARQUE DAS FLORES","375a. ZE - SÃO PAULO - SÃO MATEUS","EMEF. PROFA. MARIA APARECIDA VILASBOAS","RUA DOS LÍRIOS, 02","566ª; 581ª; 590ª; 598ª; 605ª; 612ª; 617ª; 630ª; 658ª; 685ª; 717ª; 746ª; ","566ª; "
"PARQUE DAS PAINEIRAS","392a. ZE - SÃO PAULO - PONTE RASA","CENTRO EDUCACIONAL SESI","RUA DEODATO SARAIVA DA SILVA,415","Da 194ª à 209ª; 313ª; ","313ª; "
"PARQUE DAS PAINEIRAS","392a. ZE - SÃO PAULO - PONTE RASA","EE. PROFESSOR JOÃO RAMACCIOTTI","RUA DOUTOR JOÃO DORIVAL CARDOSO, 189","Da 92ª à 105ª; 277ª; ","277ª; "
"PARQUE DAS PAINEIRAS","392a. ZE - SÃO PAULO - PONTE RASA","EMEI PROFESSORA DINAH FERNANDES COSTA","RUA JOSE GIORDANO, 784","Da 106ª à 107ª; 269ª; 302ª; 320ª; 365ª; ","302ª; "
"PARQUE DAS PAINEIRAS","392a. ZE - SÃO PAULO - PONTE RASA","ETEC - ESCOLA TÉCNICA ESTADUAL DA ZONA LESTE","AVENIDA AGUIA DE HAIA, 2633","Da 84ª à 91ª; 261ª; 299ª; 318ª; 347ª; 359ª; 373ª; 384ª; ","299ª; "
"PARQUE DO CASTELO","280a. ZE - SÃO PAULO - CAPELA DO SOCORRO","EE. PADRE FRANCISCO JOÃO DE AZEVEDO","RUA ALCINDO FERREIRA, 2","Da 56ª à 67ª; 615ª; 713ª; 746ª; ","713ª; "
"PARQUE DO LAGO","372a. ZE - SÃO PAULO - PIRAPORINHA","EE. GIL VICENTE","RUA CEL. FLORIANO ÁLVARO, 57O","317ª; 349ª; 384ª; 419ª; 443ª; 471ª; 494ª; 513ª; 543ª; 569ª; 596ª; 615ª; 645ª; 665ª; ","596ª; "
"PARQUE DO LAGO","372a. ZE - SÃO PAULO - PIRAPORINHA","EE. PROFESSOR ORLANDO MENDES DE MORAES","ESTRADA DA BARONESA,100","190ª; 193ª; Da 201ª à 202ª; 209ª; 213ª; 219ª; Da 229ª à 231ª; 238ª; 241ª; ","241ª; "
"PARQUE DOM JOAO NERI","397a. ZE - SÃO PAULO - JARDIM HELENA","EE. DESEMBARGADOR LUIS AMBRA","RUA ALTOLÂNDIA, 110","319ª; 329ª; 331ª; 362ª; 373ª; 382ª; 390ª; ","329ª; "
"PARQUE DOM JOAO NERI","397a. ZE - SÃO PAULO - JARDIM HELENA","EE. PROF. WILSON ROBERTO SIMONINI","RUA JOÃO CORREIA DE MAGALHÃES, 200","Da 264ª à 273ª; 275ª; 286ª; 307ª; 340ª; ","340ª; "
"PARQUE DOROTÉIA","418a. ZE - SÃO PAULO - PEDREIRA","EE. DOUTOR AYRES NETO","RUA JOSÉ FLÁVIO PEREIRA, 173","Da 166ª à 178ª; 355ª; 456ª; ","170ª; 355ª; 456ª; "
"PARQUE DOROTÉIA","418a. ZE - SÃO PAULO - PEDREIRA","EMEF. PADRE ALDO DA TOFORI","RUA MIGUEL FLETA, N. 167","374ª; 385ª; 394ª; 399ª; 404ª; 425ª; 431ª; 441ª; 451ª; ",""
"PARQUE DOS BANCARIOS","421a. ZE - SÃO PAULO - TEOTÔNIO VILELA","EMEF. ARQUITETO VILANOVA ARTIGAS","RUA GUARANTÃ, S/N","Da 125ª à 142ª; 288ª; ","288ª; "
"PARQUE DOS BANCARIOS","350a. ZE - SÃO PAULO - SAPOPEMBA","EMEF. BENEDITO DE JESUS BATISTA LAURINDO","RUA ALFONSO FERRABOSCO, 52","435ª; 444ª; 465ª; 481ª; 497ª; 511ª; 532ª; 556ª; 570ª; 587ª; 602ª; 628ª; 655ª; ","444ª; "
"PARQUE DOS PRINCIPES","374a. ZE - SÃO PAULO - RIO PEQUENO","COLÉGIO ALBERT SABIN","AVENIDA DARCY REIS, 1901","531ª; 607ª; 630ª; 642ª; 658ª; 666ª; 681ª; 688ª; 698ª; 707ª; 713ª; 717ª; 731ª; 736ª; ","607ª; "
"PARQUE DOS PRINCIPES","374a. ZE - SÃO PAULO - RIO PEQUENO","EMEF. CONDE LUIZ EDUARDO MATARAZZO","AV. PADRE TIAGO ALBERIONE, 150","321ª; 325ª; 336ª; 361ª; 380ª; 401ª; 421ª; 446ª; 468ª; 485ª; 501ª; 520ª; 573ª; ","573ª; "
"PARQUE EDU CHAVES","420a. ZE - SÃO PAULO - VILA SABRINA","ESCOLA ESTADUAL  JOHANN GUTENBERG","RUA CAPITÃO BUSSE, 391","Da 15ª à 32ª.","32ª; "
"PARQUE EDU CHAVES","420a. ZE - SÃO PAULO - VILA SABRINA","ESCOLA ESTADUAL GABRIELA MISTRAL","RUA MAJOR BARACCA, 584","Da 1ª à 14ª; 303ª; ","303ª; "
"PARQUE EDU CHAVES","420a. ZE - SÃO PAULO - VILA SABRINA","ESCOLA ESTADUAL PROFESSORA DIRCE PASTORE DONATO","RUA BOM JESUS DA CACHOEIRA, 456","Da 282ª à 283ª; 322ª; 329ª; 352ª; 358ª; ","322ª; "
"PARQUE EDU CHAVES","420a. ZE - SÃO PAULO - VILA SABRINA","ESCOLA MUNICIAL DE ENSINO INFANTIL AVIADOR EDU CHAVES","AVENIDA EDU CHAVES, 1561","Da 344ª à 345ª; 356ª; ","345ª; "
"PARQUE EDU CHAVES","420a. ZE - SÃO PAULO - VILA SABRINA","ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL GENERAL JÚLIO MARCONDES SALGADO","AVENIDA EDU CHAVES, 1289","Da 254ª à 265ª; 293ª; 302ª; 318ª; 335ª; 342ª; ","318ª; "
"PARQUE FERNANDA","20a. ZE - SÃO PAULO - VALO VELHO","EE. MARIA JANNUZZI MASCARI","ESTRADA DE ITAPECERICA, 9950","Da 312ª à 316ª; 344ª; 349ª; 363ª; 373ª; 386ª; 395ª; 409ª; ","312ª; 313ª; 314ª; 315ª; 316ª; "
"PARQUE FERNANDA","20a. ZE - SÃO PAULO - VALO VELHO","EE. PROFª BEATRIZ DE QUADROS LEME","RUA PROF. GASTÃO RAMOS, 3","Da 85ª à 102ª.",""
"PARQUE GRAJAU","371a. ZE - SÃO PAULO - GRAJAÚ","COLÉGIO SANTA RITA DE CÁSSIA","RUA JOSÉ BEZERRA FILHO, 62","Da 47ª à 52ª.",""
"PARQUE GRAJAU","371a. ZE - SÃO PAULO - GRAJAÚ","EE. EVANDRO CAVALCANTI LINS E SILVA","RUA CARMELA TERRANOVA RAIMONDI, 47","601ª; 608ª; 614ª; 625ª; 637ª; 642ª; 652ª; 659ª; 666ª; 673ª; 684ª; 698ª; 709ª; 725ª; ","608ª; "
"PARQUE GRAJAU","371a. ZE - SÃO PAULO - GRAJAÚ","EE. PROF. CARLOS DE MORAES ANDRADE","AV. DONA BELMIRA MARIN, 2440","Da 205ª à 213ª; 370ª; 407ª; 410ª; 413ª; 422ª; 487ª; 645ª; ",""
"PARQUE GRAJAU","371a. ZE - SÃO PAULO - GRAJAÚ","EE. PROFA. MARIA JUVENAL HOMEM DE MELLO","RUA MIRAFLORES, 95","259ª; Da 285ª à 286ª; 305ª; 321ª; 337ª; 354ª; 368ª; 387ª; 406ª; 434ª; 467ª; 496ª; 526ª; 543ª; 548ª; ","259ª; "
"PARQUE GRAJAU","371a. ZE - SÃO PAULO - GRAJAÚ","EMEF. DESEMBARGADOR TEODOMIRO TOLEDO PIZA","R. PELAGIA STARBULOV, 324","Da 33ª à 46ª.","40ª; "
"PARQUE GUARANI","248a. ZE - SÃO PAULO - ITAQUERA","EE. SAÍD MURAD","RUA PINHEIRO DO PARANÁ, 177","820ª; 845ª; 851ª; 860ª; 867ª; 877ª; 883ª; 886ª; ","820ª; "
"PARQUE INDEPENDENCIA","20a. ZE - SÃO PAULO - VALO VELHO","EE. MARGARIDA MARIA ALVES","AV  DIAMANTE VERDE,180","Da 141ª à 156ª; 411ª; ",""
"PARQUE INDEPENDENCIA","257a. ZE - SÃO PAULO - VILA PRUDENTE","EE. PROFª JULIETA NOGUEIRA RINALDI","RUA IELMO MARINHO, 940","Da 179ª à 192ª; 364ª; 456ª; ","456ª; "
"PARQUE INDEPENDENCIA","20a. ZE - SÃO PAULO - VALO VELHO","EMEF SARGENTO ANTONIO ALVES DA SILVA","RUA GARCIA DE ORTA, 36","402ª.",""
"PARQUE IPE","374a. ZE - SÃO PAULO - RIO PEQUENO","EMEF.  TEÓFILO BENEDITO OTTONI","RUA INÁCIO CERVANTES, 490","487ª; 496ª; 511ª; 530ª; ","530ª; "
"PARQUE IPE","374a. ZE - SÃO PAULO - RIO PEQUENO","EMEI PROFESSORA MARIA JOSÉ GALVÃO DE FRANCA PINTO","RUA INACIO DE CERVANTES, 480","724ª; 744ª; ","724ª; "
"PARQUE JABAQUARA","258a. ZE - SÃO PAULO - INDIANÓPOLIS","EE. FLÁVIA VIZIBELLI PIRRÓ","RUA ORLANDO MURGEL, S/N","364ª; 369ª; 382ª; 401ª; 412ª; 473ª; 501ª; 531ª; 549ª; ","501ª; "
"PARQUE LIGIA","373a. ZE - SÃO PAULO - CAPÃO REDONDO","EMEF. MARIA RITA DE CÁSSIA PINHEIRO SIMÕES BRAGA","RUA MARIA CALLAS, 30","368ª; 380ª; 388ª; 392ª; 407ª; 422ª; 441ª; 461ª; 472ª; 489ª; 497ª; 505ª; 511ª; 519ª; 526ª; ","388ª; "
"PARQUE LUIS MUCCIOLO","350a. ZE - SÃO PAULO - SAPOPEMBA","EMEF. EMÍLIO RIBAS","RUA JOSÉ JOAQUIM, 302","Da 30ª à 34ª; Da 514ª à 515ª; 552ª; 608ª; ","515ª; "
"PARQUE MANDAQUI","422a. ZE - SÃO PAULO - LAUZANE PAULISTA","EMEI MARINA NOGUEIRA DE SOUZA MARTINS","AVENIDA DIREITOS HUMANOS, 2767","Da 229ª à 231ª; 317ª; ",""
"PARQUE MANDI","376a. ZE - SÃO PAULO - BRASILÂNDIA","EE. PROFESSOR PLÍNIO DAMASCO PENNA","RUA GENERAL ULHOA CINTRA, 37","Da 217ª à 227ª; 255ª; 259ª; 274ª; 318ª; 332ª; ",""
"PARQUE MARIA DOMITILA","250a. ZE - SÃO PAULO - LAPA","EMEF. GABRIEL SYLVESTRE TEIXEIRA DE CARVALHO","RUA CORONEL ALBINO REGO, 132","Da 379ª à 383ª; 411ª; 435ª; ","383ª; "
"PARQUE MARIA HELENA","373a. ZE - SÃO PAULO - CAPÃO REDONDO","EE. JORGE ANDRADE","RUA DOUTOR BENEDITO MATARAZZO, 5 B","369ª; 383ª; 396ª; 410ª; 416ª; 426ª; 436ª; 446ª; 622ª; ","622ª; "
"PARQUE MARIA HELENA","373a. ZE - SÃO PAULO - CAPÃO REDONDO","EE. PROFESSORA CAROLINA CINTRA DA SILVEIRA","RUA DR. LUIS DA FONSECA GALVÃO,226","Da 36ª à 50ª; 250ª; 254ª; 258ª; 602ª; ","602ª; "
"PARQUE MARIA HELENA","373a. ZE - SÃO PAULO - CAPÃO REDONDO","ESCOLA SÃO VICENTE DE PAULO","RUA DR. LUÍS DA FONSECA GALVÃO, 64","Da 544ª à 545ª; 550ª; 552ª; 555ª; 557ª; Da 560ª à 561ª; 564ª; Da 566ª à 567ª; Da 570ª à 571ª; Da 574ª à 575ª; 577ª; Da 579ª à 580ª; Da 583ª à 585ª; 646ª; 648ª; 656ª; 663ª; 676ª; 693ª; ","545ª; "
"PARQUE MARIA LUIZA","253a. ZE - SÃO PAULO - TATUAPÉ","EMEF SÉRGIO MILLIET","RUA DR. PAULO DE ANDRADE ARANTES, 125","Da 368ª à 379ª; 558ª; ","558ª; "
"PARQUE MARIA LUIZA","253a. ZE - SÃO PAULO - TATUAPÉ","EMEI OLÂNDYA PERES RIBEIRO","RUA DR. MARIANO CURSINO DE MOURA, 395","430ª; 438ª; 453ª; 662ª; ","453ª; "
"PARQUE MONTEIRO SOARES","327a. ZE - SÃO PAULO - NOSSA SENHORA DO Ó","EMEF. PLÍNIO AYROSA","RUA TOMÁS RAMOS JORDÃO, 259","Da 263ª à 270ª; 380ª; Da 393ª à 398ª; ","394ª; "
"PARQUE NACOES UNIDAS","403a. ZE - SÃO PAULO - JARAGUÁ","EE. FRIEDRICH VON VOITH","RUA ANTONIO DE CABEZÓN, 398","Da 114ª à 122ª; 158ª; 162ª; 206ª; ","158ª; "
"PARQUE NACOES UNIDAS","403a. ZE - SÃO PAULO - JARAGUÁ","EE. ÍTALO BETARELLO","RUA ANDRESSA, 120","Da 81ª à 93ª.",""
"PARQUE NACOES UNIDAS","403a. ZE - SÃO PAULO - JARAGUÁ","E.E. JARDIM AURORA","RUA FRIEDRICH VON VOITH, 1790","257ª; 259ª; 270ª; 279ª; 282ª; ","259ª; "
"PARQUE NACOES UNIDAS","403a. ZE - SÃO PAULO - JARAGUÁ","EE REPÚBLICA DA ARGENTINA","RUA PHILONILIA GONÇALVES DOS SANTOS, S/ N","Da 233ª à 234ª; 237ª; 239ª; 242ª; 246ª; Da 249ª à 250ª; Da 253ª à 254ª; 256ª; 264ª; 267ª; ","233ª; "
"PARQUE NACOES UNIDAS","403a. ZE - SÃO PAULO - JARAGUÁ","EMEI. PROFESSORA ANTONIETA DE BARROS","ESTRADA DE TAIPAS, 1800","277ª.",""
"PARQUE NOVO MUNDO","254a. ZE - SÃO PAULO - VILA MARIA","CEI MÁRIO DA COSTA BARBOSA","RUA SARGENTO JETER AUGUSTO PEREIRA, 121","439ª; 470ª; ","470ª; "
"PARQUE NOVO MUNDO","254a. ZE - SÃO PAULO - VILA MARIA","EE. HERÓIS DA FEB","RUA SOLDADO BENEDITO ELISEU DOS SANTOS, 1817","Da 128ª à 140ª; 277ª; 301ª; 310ª; 312ª; 323ª; 372ª; 424ª; ","323ª; "
"PARQUE NOVO MUNDO","254a. ZE - SÃO PAULO - VILA MARIA","EE. PROF. MÁXIMO RIBEIRO NUNES","RUA SOLDADO ANTÓNIO ROMANO DE OLIVEIRA, 174","Da 124ª à 127ª; 282ª; 324ª; 339ª; 347ª; 349ª; 361ª; 381ª; 387ª; 393ª; 405ª; ","361ª; 393ª; "
"PARQUE NOVO MUNDO","254a. ZE - SÃO PAULO - VILA MARIA","EMEF. CEL. ROMÃO GOMES","RUA SOLDADO JOSÉ VICENTE DE PAULA, S/N","Da 141ª à 149ª; Da 288ª à 289ª; 313ª; 336ª; 345ª; 352ª; 363ª; ","143ª; "
"PARQUE NOVO MUNDO","254a. ZE - SÃO PAULO - VILA MARIA","EMEF. PROFª. CELIA REGINA LEKEVICIUS CONSOLIN","RUA GIUSEPPE MARINO, S/N","392ª; 409ª; 417ª; 468ª; 477ª; ","409ª; 468ª; 477ª; "
"PARQUE NOVO MUNDO","254a. ZE - SÃO PAULO - VILA MARIA","EMEI. ANA NÉRI","RUA SOLDADO ALBINO CÉSAR, 25","415ª; 447ª; 453ª; 469ª; ","469ª; "
"PARQUE NOVO SANTO AMARO","20a. ZE - SÃO PAULO - VALO VELHO","EE. JOSÉ PORPHYRIO DA PAZ","RUA JOSÉ ALVES DA SILVA, 870","Da 281ª à 290ª; 355ª; 361ª; 369ª; 376ª; 382ª; 391ª; ","281ª; 282ª; 283ª; "
"PARQUE NOVO SANTO AMARO","20a. ZE - SÃO PAULO - VALO VELHO","EE. MAESTRO JOÃO CARLOS MARTINS","RUA RENATO LOCCHI, 36","294ª.",""
"PARQUE NOVO SANTO AMARO","20a. ZE - SÃO PAULO - VALO VELHO","EMEF. ANTONIO ESTANISLAU DO AMARAL","RUA CERDEIRA, 07","Da 291ª à 293ª; Da 295ª à 301ª; 346ª; 404ª; ","291ª; 292ª; 293ª; 295ª; 296ª; 297ª; 298ª; 299ª; 300ª; 301ª; "
"PARQUE PAN AMERICANO","403a. ZE - SÃO PAULO - JARAGUÁ","E.E. OSCAR BLÓIS","RUA ÂNGELO DA SILVA, 20","138ª; 142ª; 145ª; 149ª; 154ª; 160ª; 166ª; 172ª; 177ª; 179ª; ","138ª; "
"PARQUE PAN AMERICANO","403a. ZE - SÃO PAULO - JARAGUÁ","EMEF. DEPUTADO ROGÊ FERREIRA","ESTRADA DO CORREDOR, 1210","181ª; 192ª; 198ª; 210ª; 216ª; 220ª; 223ª; 226ª; 228ª; 230ª; ","198ª; "
"PARQUE PAULISTANO","397a. ZE - SÃO PAULO - JARDIM HELENA","COLÉGIO CAVLAC","RUA PEDROSO DA SILVA, 482","303ª; 322ª; 330ª; 333ª; 371ª; ","330ª; "
"PARQUE PAULISTANO","397a. ZE - SÃO PAULO - JARDIM HELENA","COLÉGIO INTERAÇÃO MODELO","RUA SÃO GONÇALO DO RIO DAS PEDRAS, 626","302ª; 316ª; 323ª; 352ª; 363ª; 383ª; ","352ª; "
"PARQUE PAULISTANO","397a. ZE - SÃO PAULO - JARDIM HELENA","EE. DR. DIOGO DE FARIA","RUA SANTA ROSA DE LIMA, 591","Da 1ª à 17ª; 336ª; 372ª; ","336ª; "
"PARQUE PAULISTANO","397a. ZE - SÃO PAULO - JARDIM HELENA","EE. HECKEL TAVARES","AV. DR. JOSÉ ARTUR NOVA, 2.737","Da 79ª à 86ª; 293ª; 304ª; 345ª; 350ª; 364ª; 376ª; 392ª; ","345ª; "
"PARQUE PAULISTANO","397a. ZE - SÃO PAULO - JARDIM HELENA","EE. MARIA DE LOURDES VIEIRA","RUA PEDROSO DA SILVA, 744","Da 98ª à 109ª; 277ª; 306ª; ","109ª; "
"PARQUE PAULISTANO","397a. ZE - SÃO PAULO - JARDIM HELENA","EE. PROF. FRANCISCO PEREIRA DE SOUZA FILHO","RUA GONÇALVES RIBEIRO, 50","Da 154ª à 168ª; 342ª; 351ª; ","168ª; 342ª; "
"PARQUE PAULISTANO","397a. ZE - SÃO PAULO - JARDIM HELENA","EMEF. PROF. JOSÉ BENTO DE ASSIS","RUA SÃO GONÇALO DO RIO DAS PEDRAS, S/N","Da 232ª à 247ª; 338ª; ","338ª; "
"PARQUE PAULISTANO","397a. ZE - SÃO PAULO - JARDIM HELENA","EMEF. RAIMUNDO CORREIA","RUA DR. JOSÉ DE PORCIÚNCULA, 73","Da 248ª à 255ª; 291ª; 295ª; 298ª; 355ª; 388ª; ","355ª; "
"PARQUE PERUCHE","255a. ZE - SÃO PAULO - CASA VERDE","COLÉGIO OURO GROSSO","RUA OURO GROSSO, 933","403ª; 409ª; 414ª; 426ª; 444ª; 460ª; 477ª; 479ª; ","479ª; "
"PARQUE PRIMAVERA","418a. ZE - SÃO PAULO - PEDREIRA","EMEF. PROFª ISABEL VIEIRA FERREIRA","RUA DAS ORQUÍDEAS, 130","Da 43ª à 54ª; 352ª; 365ª; ","352ª; 365ª; "
"PARQUE REGINA","328a. ZE - SÃO PAULO - CAMPO LIMPO","EMEF. JORNALISTA MILLOR FERNANDES","RUA FRANCISCO SOARES, 487","Da 851ª à 852ª; 856ª; 860ª; 868ª; 873ª; 877ª; 880ª; 882ª; 886ª; 888ª; 891ª; 894ª; 899ª; ","851ª; "
"PARQUE REGINA","328a. ZE - SÃO PAULO - CAMPO LIMPO","EMEF. ZULMIRA CAVALHEIRO FAUSTINO","RUA MELO COUTINHO, 69","343ª; 499ª; 511ª; 521ª; 527ª; 541ª; 551ª; 559ª; 564ª; 570ª; 576ª; 590ª; 596ª; 603ª; 607ª; 622ª; ","622ª; "
"PARQUE RESIDENCIAL COCAIA","371a. ZE - SÃO PAULO - GRAJAÚ","EE. DR. ANIZ BADRA","RUA MINISTRO MÁRIO DAVID ANDREAZZA, 112","424ª; 441ª; 454ª; 464ª; 479ª; 495ª; 505ª; 514ª; 520ª; 525ª; Da 534ª à 535ª; 538ª; 541ª; ","424ª; 441ª; "
